Student_ID,Sleep_Hours,Assignment_Count,Screen_Time_Hours,Attendance_Percentage,Study_Hours,Social_Media_Usage_Hours,Burnout_Score,Stress_Level
STU08033,6.5,4,2.8,75,7.4,2.2,33.6,Low
STU08034,9.1,11,7.0,59,3.0,7.0,46.7,Medium
STU08035,7.9,11,2.8,70,6.8,2.5,39.4,Medium
STU08036,4.1,5,8.3,80,1.7,6.3,42.1,Medium
STU08037,4.6,1,10.4,82,10.0,4.1,48.6,Medium
STU08038,3.5,13,11.2,96,6.2,3.5,53.8,Medium
STU08039,8.7,12,3.3,44,2.8,6.5,45.9,Medium
STU08040,5.3,15,11.5,52,2.8,0.9,54.8,Medium
STU08041,6.4,8,7.2,58,0.9,2.2,40.1,Medium
STU08042,6.0,14,11.2,65,7.9,7.1,65.1,High
STU08043,4.6,11,2.7,92,8.7,3.7,51.5,Medium
STU08044,6.4,10,10.8,87,9.9,5.4,59.6,Medium
STU08045,8.7,7,6.9,67,0.8,1.7,30.1,Low
STU08046,7.7,0,4.8,81,4.0,2.3,21.4,Low
STU08047,6.1,6,7.9,75,3.7,6.7,37.9,Medium
STU08048,6.3,10,4.9,50,1.7,3.2,40.3,Medium
STU08049,4.0,11,8.5,76,4.1,7.1,58.7,Medium
STU08050,7.0,14,2.3,62,2.9,3.7,45.2,Medium
STU08051,5.6,3,1.7,74,2.6,3.8,25.9,Low
STU08052,4.9,4,9.3,92,8.5,3.2,46.3,Medium
STU08053,5.7,2,8.7,82,3.8,5.8,40.2,Medium
STU08054,7.2,11,9.6,81,8.8,6.1,58.3,Medium
STU08055,7.2,0,6.8,61,10.0,4.8,41.7,Medium
STU08056,8.3,13,8.2,44,8.6,4.7,59.8,Medium
STU08057,6.8,0,11.1,98,0.8,5.8,28.4,Low
STU08058,5.1,3,2.4,71,2.7,7.8,34.0,Low
STU08059,8.8,6,7.8,92,9.7,8.0,42.3,Medium
STU08060,4.6,5,11.0,47,3.1,4.9,48.0,Medium
STU08061,3.9,7,8.7,53,5.3,3.2,50.5,Medium
STU08062,4.1,10,9.9,46,4.2,3.1,55.8,Medium
STU08063,5.9,13,6.0,79,8.6,5.6,54.3,Medium
STU08064,9.3,2,6.5,88,2.8,3.6,23.3,Low
STU08065,7.8,2,1.1,70,4.6,7.9,23.7,Low
STU08066,5.9,13,5.8,92,3.2,6.5,46.4,Medium
STU08067,8.6,3,2.5,44,7.4,4.3,33.5,Low
STU08068,8.6,5,8.9,72,0.8,6.0,36.2,Medium
STU08069,4.5,0,6.3,54,4.5,4.3,37.1,Medium
STU08070,5.4,14,10.1,64,1.0,2.0,50.9,Medium
STU08071,7.6,5,5.3,72,6.3,4.4,31.6,Low
STU08072,5.8,10,9.8,62,6.9,4.6,58.0,Medium
STU08073,5.9,7,7.1,61,6.8,7.8,48.4,Medium
STU08074,4.3,3,11.7,100,6.0,1.1,39.1,Medium
STU08075,6.2,2,2.2,89,1.7,7.6,23.4,Low
STU08076,4.2,13,4.8,51,3.2,6.3,53.5,Medium
STU08077,8.1,14,5.9,86,6.0,3.9,42.7,Medium
STU08078,5.3,7,2.8,41,0.7,3.4,35.7,Medium
STU08079,5.1,7,1.7,100,1.7,1.8,29.1,Low
STU08080,6.1,14,8.4,68,4.8,4.3,53.2,Medium
STU08081,9.3,15,5.0,54,1.1,6.5,43.3,Medium
STU08082,4.8,14,11.7,86,3.6,2.9,59.3,Medium
STU08083,7.8,1,1.9,64,8.7,0.6,29.2,Low
STU08084,6.0,14,9.9,66,8.5,2.1,61.3,Medium
STU08085,7.4,8,3.5,71,4.1,4.0,34.4,Low
STU08086,4.6,9,3.6,44,0.9,1.5,41.3,Medium
STU08087,6.3,0,10.6,88,1.9,6.5,31.0,Low
STU08088,8.3,5,3.2,57,4.6,5.7,28.4,Low
STU08089,8.8,6,3.0,59,1.4,5.0,33.1,Low
STU08090,8.4,10,11.1,49,9.0,7.5,60.8,Medium
STU08091,4.3,10,2.3,50,9.7,5.1,59.2,Medium
STU08092,7.6,9,3.9,40,4.2,8.0,47.1,Medium
STU08093,5.5,1,2.1,100,6.2,1.5,21.5,Low
STU08094,9.4,4,7.7,50,0.9,7.5,37.6,Medium
STU08095,8.3,12,7.7,84,6.0,5.4,47.6,Medium
STU08096,3.9,6,5.3,68,8.4,1.5,47.7,Medium
STU08097,6.9,5,3.1,81,3.9,3.0,32.9,Low
STU08098,4.6,12,7.8,86,0.6,5.7,44.0,Medium
STU08099,9.4,4,1.2,59,3.6,6.9,26.2,Low
STU08100,3.8,14,1.7,76,5.8,6.9,54.0,Medium
STU08101,8.0,0,2.4,77,8.6,0.8,26.1,Low
STU08102,5.6,14,10.2,57,1.4,4.2,58.0,Medium
STU08103,6.8,2,1.6,75,4.0,1.9,24.0,Low
STU08104,4.2,6,10.1,79,0.8,6.0,42.6,Medium
STU08105,5.9,12,9.1,93,6.8,7.8,56.1,Medium
STU08106,8.1,14,3.5,95,9.3,1.5,48.6,Medium
STU08107,5.7,1,5.7,60,9.7,3.5,42.0,Medium
STU08108,7.6,6,6.1,98,7.1,1.8,34.6,Low
STU08109,5.5,1,4.8,48,1.7,3.8,24.2,Low
STU08110,4.4,6,9.2,71,3.0,7.3,44.2,Medium
STU08111,8.7,8,3.3,86,8.4,1.3,38.0,Medium
STU08112,8.4,8,7.0,50,1.8,0.6,33.8,Low
STU08113,4.5,11,2.4,40,2.3,4.9,46.5,Medium
STU08114,7.0,6,11.3,89,6.3,4.5,42.9,Medium
STU08115,5.2,3,7.8,64,7.1,3.9,45.0,Medium
STU08116,7.2,7,8.6,77,4.5,5.9,47.1,Medium
STU08117,9.5,13,6.3,54,4.1,5.6,47.7,Medium
STU08118,8.2,6,3.7,40,5.8,3.3,34.7,Low
STU08119,5.9,10,1.0,52,4.8,5.0,39.6,Medium
STU08120,3.9,10,1.7,66,5.1,5.0,44.4,Medium
STU08121,4.7,14,6.5,47,3.7,7.1,60.2,Medium
STU08122,5.9,6,7.1,63,6.2,7.7,44.9,Medium
STU08123,7.2,0,7.0,88,1.3,5.6,23.6,Low
STU08124,6.8,4,2.2,75,6.1,0.6,24.3,Low
STU08125,5.7,2,1.6,86,4.8,2.9,28.2,Low
STU08126,4.3,9,6.5,76,8.3,1.1,48.9,Medium
STU08127,5.9,3,4.1,97,1.0,7.0,27.6,Low
STU08128,7.9,13,2.6,89,3.4,6.3,43.9,Medium
STU08129,6.0,7,9.1,82,6.4,1.4,44.2,Medium
STU08130,6.0,7,3.3,85,0.9,7.8,30.9,Low
STU08131,6.4,7,11.7,85,9.1,5.0,50.8,Medium
STU08132,5.8,8,4.0,83,2.6,8.0,42.5,Medium
STU08133,9.0,5,3.1,53,3.8,1.6,23.1,Low
STU08134,7.4,2,10.7,76,4.9,4.5,36.1,Medium
STU08135,6.4,8,9.5,75,0.6,5.1,41.4,Medium
STU08136,4.7,8,9.3,80,9.7,1.9,54.2,Medium
STU08137,6.0,1,9.7,73,2.2,2.5,28.6,Low
STU08138,9.3,15,3.6,65,6.5,0.5,40.2,Medium
STU08139,5.4,6,9.8,55,8.3,7.4,59.4,Medium
STU08140,4.0,12,4.9,56,2.5,1.1,42.2,Medium
STU08141,4.1,13,10.4,96,4.8,2.2,51.5,Medium
STU08142,5.9,5,10.9,57,0.8,5.9,41.1,Medium
STU08143,5.9,8,11.1,42,1.6,1.2,42.5,Medium
STU08144,8.0,3,11.0,60,4.5,3.7,39.1,Medium
STU08145,6.2,11,11.8,84,1.9,4.5,49.6,Medium
STU08146,8.6,0,7.3,77,8.2,6.1,34.4,Low
STU08147,4.2,11,8.8,73,1.5,5.6,53.2,Medium
STU08148,6.3,9,3.6,88,3.8,3.9,40.1,Medium
STU08149,8.2,5,6.3,61,8.9,1.1,37.9,Medium
STU08150,9.1,12,4.3,67,3.4,7.4,43.3,Medium
STU08151,6.0,13,2.3,95,4.1,0.5,39.9,Medium
STU08152,7.2,14,9.9,72,3.9,2.4,49.4,Medium
STU08153,4.3,2,3.1,66,9.5,4.0,40.9,Medium
STU08154,8.2,13,8.5,80,8.6,3.3,52.9,Medium
STU08155,3.9,13,2.8,43,3.3,4.4,54.2,Medium
STU08156,5.8,12,10.4,50,5.6,1.6,56.3,Medium
STU08157,7.1,2,11.9,96,8.6,6.2,45.8,Medium
STU08158,5.5,2,10.0,57,6.8,6.8,43.9,Medium
STU08159,6.7,13,3.9,93,2.0,0.6,38.2,Medium
STU08160,6.7,15,2.1,55,1.7,2.3,44.5,Medium
STU08161,5.5,8,7.7,42,3.8,5.3,44.4,Medium
STU08162,4.7,1,5.8,49,5.5,1.3,29.4,Low
STU08163,5.6,8,6.5,65,8.9,2.4,43.3,Medium
STU08164,9.2,11,10.9,75,8.2,5.2,50.4,Medium
STU08165,6.2,5,1.2,52,7.8,0.5,33.0,Low
STU08166,7.3,13,4.0,61,6.2,7.9,55.8,Medium
STU08167,8.6,8,6.4,96,6.0,6.3,36.4,Medium
STU08168,5.9,10,8.5,58,9.4,2.4,57.7,Medium
STU08169,8.0,9,3.0,98,4.5,4.5,31.3,Low
STU08170,3.9,4,1.6,40,8.2,4.8,44.4,Medium
STU08171,8.7,4,4.4,58,2.7,7.3,34.6,Low
STU08172,4.8,10,1.6,45,1.8,7.2,46.8,Medium
STU08173,3.8,0,8.9,54,6.6,7.8,51.1,Medium
STU08174,9.5,7,9.7,65,7.1,3.3,42.3,Medium
STU08175,7.7,11,7.1,74,2.5,0.6,35.6,Medium
STU08176,7.4,4,8.6,52,3.5,7.3,36.6,Medium
STU08177,5.3,8,3.6,95,8.5,3.9,39.4,Medium
STU08178,4.3,0,3.0,83,3.4,1.3,23.2,Low
STU08179,5.1,3,11.2,69,9.9,6.1,53.2,Medium
STU08180,7.7,3,8.8,51,8.5,6.1,40.3,Medium
STU08181,5.3,6,2.7,45,8.9,1.7,42.0,Medium
STU08182,3.6,14,3.6,96,6.6,2.0,51.9,Medium
STU08183,6.8,1,5.7,89,5.2,5.2,29.4,Low
STU08184,8.9,8,5.0,76,3.0,6.3,36.0,Medium
STU08185,6.1,13,11.8,47,4.6,2.6,54.5,Medium
STU08186,4.6,10,8.5,91,2.4,7.1,49.9,Medium
STU08187,4.4,10,4.4,92,3.7,0.6,41.9,Medium
STU08188,9.5,13,8.0,85,5.9,7.1,46.1,Medium
STU08189,3.9,4,8.0,72,4.5,3.4,37.5,Medium
STU08190,7.2,5,9.0,75,9.6,2.4,42.2,Medium
STU08191,5.9,15,9.1,93,6.7,6.7,62.8,Medium
STU08192,6.9,4,2.5,76,9.8,2.3,35.4,Medium
STU08193,5.4,1,5.3,97,9.2,7.5,37.1,Medium
STU08194,5.5,2,7.2,94,2.9,1.3,29.5,Low
STU08195,6.9,3,1.7,74,2.8,1.5,19.6,Low
STU08196,3.8,10,8.7,86,2.8,4.8,52.8,Medium
STU08197,9.2,7,4.1,71,5.0,4.5,34.2,Low
STU08198,6.1,13,6.2,57,6.5,2.6,50.4,Medium
STU08199,6.9,7,1.1,43,9.5,2.5,37.0,Medium
STU08200,5.7,9,3.3,42,3.2,5.4,47.4,Medium
STU08201,6.6,12,8.4,44,4.5,8.0,59.9,Medium
STU08202,5.4,1,2.4,44,5.0,0.9,24.6,Low
STU08203,6.9,12,1.6,97,1.5,6.0,31.6,Low
STU08204,9.1,13,2.4,98,3.8,4.1,35.4,Medium
STU08205,6.0,6,4.9,53,5.9,5.6,47.3,Medium
STU08206,4.7,5,5.3,57,6.1,2.8,42.7,Medium
STU08207,9.3,8,1.3,43,7.0,4.1,40.3,Medium
STU08208,9.0,12,7.8,96,5.7,5.9,42.8,Medium
STU08209,6.9,6,5.8,75,7.9,2.5,38.6,Medium
STU08210,7.5,15,6.9,86,9.3,6.3,57.7,Medium
STU08211,5.0,8,6.2,57,2.4,7.4,44.2,Medium
STU08212,4.3,9,9.6,66,3.7,2.3,46.3,Medium
STU08213,5.8,14,2.3,46,7.8,0.5,45.5,Medium
STU08214,9.5,2,8.6,66,8.7,7.8,40.6,Medium
STU08215,5.2,9,3.4,51,8.5,7.3,53.8,Medium
STU08216,7.1,15,9.5,64,5.7,7.4,58.8,Medium
STU08217,5.4,9,4.1,42,3.3,1.9,36.1,Medium
STU08218,8.1,14,11.3,49,5.3,2.4,52.2,Medium
STU08219,5.1,14,7.9,93,7.8,5.5,59.0,Medium
STU08220,5.6,5,2.9,74,4.1,4.9,34.8,Low
STU08221,6.9,0,10.5,45,2.3,7.6,41.1,Medium
STU08222,6.5,9,8.3,72,5.3,4.6,43.6,Medium
STU08223,8.6,14,9.3,86,2.2,2.5,41.5,Medium
STU08224,7.5,3,3.4,91,9.3,3.2,32.3,Low
STU08225,7.9,0,3.1,84,3.6,7.4,25.4,Low
STU08226,8.3,8,6.5,56,2.7,3.3,39.0,Medium
STU08227,3.7,11,10.0,73,5.3,4.1,58.3,Medium
STU08228,3.6,13,9.4,95,3.1,5.0,52.3,Medium
STU08229,4.2,15,9.9,52,5.7,5.0,61.4,Medium
STU08230,8.3,15,9.9,54,5.3,2.2,57.8,Medium
STU08231,4.0,6,2.5,74,5.7,6.8,45.4,Medium
STU08232,5.4,12,6.5,41,9.9,0.8,59.2,Medium
STU08233,4.7,0,1.1,49,5.9,5.1,34.3,Low
STU08234,4.0,14,6.3,70,7.8,3.9,54.3,Medium
STU08235,3.6,2,7.9,59,5.2,7.7,42.4,Medium
STU08236,5.0,2,9.5,48,4.3,1.4,42.3,Medium
STU08237,8.6,0,9.0,84,3.0,4.5,21.9,Low
STU08238,6.4,3,6.3,51,3.7,4.9,34.6,Low
STU08239,7.9,6,8.5,55,1.6,1.9,33.2,Low
STU08240,9.0,13,7.2,74,9.2,6.3,58.4,Medium
STU08241,7.6,8,12.0,78,5.7,3.2,43.5,Medium
STU08242,4.8,6,4.8,95,6.5,4.6,35.8,Medium
STU08243,6.9,4,8.4,100,7.5,2.1,31.4,Low
STU08244,7.6,0,3.4,65,5.4,7.0,28.5,Low
STU08245,7.5,1,8.0,90,7.5,4.9,34.7,Low
STU08246,6.6,14,6.6,45,5.1,5.3,52.6,Medium
STU08247,8.0,3,5.8,63,5.7,5.0,31.1,Low
STU08248,6.8,4,5.6,80,0.6,3.3,29.2,Low
STU08249,7.7,1,9.6,49,1.0,5.3,33.6,Low
STU08250,6.2,4,7.5,51,4.6,0.6,36.4,Medium
STU08251,7.6,9,3.2,89,2.0,4.9,30.8,Low
STU08252,7.1,11,3.0,68,9.7,4.3,45.5,Medium
STU08253,4.5,0,9.5,48,8.1,7.5,47.2,Medium
STU08254,6.4,11,11.2,100,2.6,5.6,52.1,Medium
STU08255,5.1,13,4.4,59,5.3,4.6,51.5,Medium
STU08256,9.5,13,10.8,68,0.8,3.1,42.1,Medium
STU08257,6.5,2,9.4,87,4.0,6.0,31.2,Low
STU08258,3.7,9,3.6,83,1.7,5.4,37.6,Medium
STU08259,5.1,4,5.4,95,6.9,5.3,37.7,Medium
STU08260,3.6,9,11.3,55,5.1,1.5,57.7,Medium
STU08261,8.8,8,7.1,55,3.1,6.8,45.6,Medium
STU08262,5.8,7,9.6,54,3.3,6.7,52.1,Medium
STU08263,7.8,14,2.8,64,7.5,5.2,53.8,Medium
STU08264,9.3,7,8.3,66,5.6,4.2,42.7,Medium
STU08265,9.0,6,9.7,84,6.7,2.5,41.9,Medium
STU08266,9.4,15,9.2,50,8.0,5.3,61.5,Medium
STU08267,6.7,3,5.8,69,7.3,7.0,39.8,Medium
STU08268,3.8,11,2.5,79,5.1,2.6,43.8,Medium
STU08269,6.4,7,5.3,75,6.9,3.8,43.7,Medium
STU08270,6.6,6,10.7,50,9.4,3.8,49.8,Medium
STU08271,7.8,10,8.6,41,6.5,5.5,51.8,Medium
STU08272,4.1,0,5.5,61,4.3,3.3,29.6,Low
STU08273,4.9,6,10.3,64,2.5,4.4,48.7,Medium
STU08274,3.9,3,7.9,87,9.8,3.9,49.7,Medium
STU08275,5.8,8,2.3,99,7.1,6.6,41.0,Medium
STU08276,4.8,1,4.7,56,2.4,4.8,32.9,Low
STU08277,9.1,14,6.8,61,5.7,7.9,57.2,Medium
STU08278,6.3,15,2.5,70,9.9,6.4,54.5,Medium
STU08279,8.4,14,8.5,57,9.2,6.0,62.7,Medium
STU08280,7.4,6,6.8,100,3.7,4.1,29.3,Low
STU08281,3.8,5,4.3,92,7.5,3.1,36.0,Medium
STU08282,9.2,10,6.7,47,9.3,3.8,45.5,Medium
STU08283,6.4,8,10.2,68,6.6,3.1,51.4,Medium
STU08284,9.1,6,3.8,53,7.7,3.5,40.0,Medium
STU08285,6.1,5,5.3,80,2.7,0.9,32.6,Low
STU08286,4.2,4,11.4,48,9.7,1.0,51.3,Medium
STU08287,3.5,4,5.9,96,8.7,5.8,44.2,Medium
STU08288,4.6,12,1.9,50,9.9,3.8,56.5,Medium
STU08289,9.3,4,3.4,61,3.4,0.7,23.1,Low
STU08290,7.0,8,2.7,56,9.7,5.8,46.3,Medium
STU08291,7.3,12,2.5,64,5.1,1.8,37.6,Medium
STU08292,8.3,2,7.0,97,9.1,7.1,41.3,Medium
STU08293,4.7,4,11.6,65,8.3,6.4,58.1,Medium
STU08294,7.0,8,6.1,100,9.3,3.6,38.0,Medium
STU08295,8.8,15,6.6,47,4.9,3.4,46.7,Medium
STU08296,6.4,2,6.4,97,4.6,4.2,25.2,Low
STU08297,8.5,15,2.4,99,4.1,1.5,35.3,Medium
STU08298,8.6,14,2.9,52,8.2,6.6,51.2,Medium
STU08299,8.3,1,3.2,81,10.0,6.6,31.2,Low
STU08300,8.1,15,6.9,47,6.5,5.2,52.3,Medium
STU08301,3.7,6,9.9,88,0.6,3.8,39.4,Medium
STU08302,4.1,9,1.2,86,3.8,3.7,41.9,Medium
STU08303,3.6,8,10.2,80,1.0,0.6,35.6,Medium
STU08304,7.3,6,2.0,60,4.9,1.0,26.8,Low
STU08305,4.1,13,10.3,74,7.3,7.6,64.3,Medium
STU08306,4.1,14,2.5,99,9.0,1.2,47.3,Medium
STU08307,5.3,9,6.5,46,5.9,5.1,52.7,Medium
STU08308,3.6,6,3.3,46,8.3,5.6,47.1,Medium
STU08309,5.8,15,5.3,52,3.2,1.6,49.1,Medium
STU08310,3.6,9,1.5,63,9.8,2.0,49.4,Medium
STU08311,4.7,7,9.1,77,9.9,3.0,50.6,Medium
STU08312,5.7,4,11.0,90,7.3,3.2,39.6,Medium
STU08313,6.3,11,9.3,47,4.9,2.7,49.3,Medium
STU08314,7.9,2,1.2,51,5.3,7.4,26.3,Low
STU08315,7.5,6,4.7,93,8.1,4.8,37.1,Medium
STU08316,7.2,4,5.9,62,9.5,4.1,40.7,Medium
STU08317,7.5,6,8.7,70,2.7,7.6,38.6,Medium
STU08318,7.1,7,9.7,96,1.2,1.2,36.0,Medium
STU08319,8.2,0,2.9,48,6.2,1.1,21.7,Low
STU08320,3.8,12,1.1,62,0.6,3.4,41.1,Medium
STU08321,6.6,10,2.6,99,1.3,5.2,33.8,Low
STU08322,6.7,7,1.6,43,1.6,1.4,26.6,Low
STU08323,6.0,6,3.0,57,8.2,2.1,40.2,Medium
STU08324,3.5,4,9.2,71,6.5,2.8,49.9,Medium
STU08325,8.6,8,4.9,68,4.4,6.3,40.8,Medium
STU08326,6.0,0,2.4,94,1.0,3.0,15.4,Low
STU08327,8.5,5,10.7,79,4.6,4.9,38.2,Medium
STU08328,4.2,12,1.3,60,9.4,3.7,57.5,Medium
STU08329,7.3,10,10.8,76,0.6,1.3,38.5,Medium
STU08330,8.4,12,6.3,70,1.4,2.4,40.5,Medium
STU08331,7.0,1,9.6,67,6.8,2.7,38.5,Medium
STU08332,9.3,5,9.6,92,4.0,4.0,33.5,Low
STU08333,4.9,5,2.5,58,7.1,6.0,41.4,Medium
STU08334,9.1,11,5.3,80,0.6,5.1,31.4,Low
STU08335,6.4,3,7.3,84,8.5,3.7,37.4,Medium
STU08336,8.3,15,10.5,66,6.4,3.8,54.0,Medium
STU08337,5.3,15,7.1,47,3.7,0.8,49.8,Medium
STU08338,7.9,14,9.7,56,1.1,2.1,41.9,Medium
STU08339,8.1,0,5.1,87,3.2,1.3,12.5,Low
STU08340,3.7,11,3.4,74,0.6,7.3,40.6,Medium
STU08341,5.4,12,4.9,91,4.9,6.3,50.9,Medium
STU08342,4.1,11,1.0,62,4.3,7.2,45.2,Medium
STU08343,7.9,8,11.6,45,1.5,4.0,41.7,Medium
STU08344,9.5,12,2.8,97,4.6,7.4,36.9,Medium
STU08345,3.6,1,3.2,96,8.5,5.7,36.5,Medium
STU08346,4.8,14,9.7,82,3.6,2.0,56.2,Medium
STU08347,5.9,0,10.8,77,1.2,6.5,33.1,Low
STU08348,6.1,11,11.6,67,4.4,6.7,54.3,Medium
STU08349,3.9,15,8.0,95,7.1,3.6,53.8,Medium
STU08350,3.7,8,8.6,100,2.6,3.5,41.6,Medium
STU08351,6.5,8,8.9,66,0.8,2.0,31.9,Low
STU08352,5.6,3,8.8,43,4.0,4.0,43.7,Medium
STU08353,5.9,7,6.0,50,8.4,1.7,47.8,Medium
STU08354,6.9,6,2.1,54,1.4,1.0,30.5,Low
STU08355,6.9,5,6.8,75,9.6,1.4,41.8,Medium
STU08356,5.0,13,10.6,89,8.2,2.6,57.7,Medium
STU08357,3.6,1,8.5,52,2.2,1.3,29.5,Low
STU08358,7.6,7,7.0,45,7.1,0.7,38.6,Medium
STU08359,4.9,8,10.5,65,1.1,2.1,38.0,Medium
STU08360,5.7,13,9.0,58,1.7,6.3,51.8,Medium
STU08361,4.3,14,8.3,66,9.4,1.6,57.5,Medium
STU08362,5.0,9,4.2,92,3.2,7.3,39.8,Medium
STU08363,7.9,9,4.6,73,3.7,2.4,30.2,Low
STU08364,9.0,3,3.1,47,1.3,7.1,25.8,Low
STU08365,3.9,0,1.4,82,6.5,5.0,34.8,Low
STU08366,6.8,0,8.0,92,4.8,2.4,28.4,Low
STU08367,5.4,1,3.1,61,9.6,6.3,35.8,Medium
STU08368,8.0,13,9.3,52,4.3,3.7,46.2,Medium
STU08369,9.2,8,4.3,59,6.4,2.2,37.2,Medium
STU08370,7.5,7,1.8,83,5.1,7.7,32.1,Low
STU08371,4.5,15,2.6,85,1.9,4.6,48.4,Medium
STU08372,6.5,6,10.3,79,9.6,3.0,49.4,Medium
STU08373,4.9,0,3.6,45,6.1,5.2,38.0,Medium
STU08374,8.6,9,5.3,67,4.1,4.1,38.2,Medium
STU08375,8.0,15,2.3,57,5.8,4.5,45.0,Medium
STU08376,7.7,1,3.1,61,8.7,2.3,31.6,Low
STU08377,6.7,1,6.9,99,3.5,6.6,34.1,Low
STU08378,6.8,7,10.1,98,4.4,5.3,44.2,Medium
STU08379,7.1,3,1.2,76,8.1,2.3,31.8,Low
STU08380,5.9,6,5.2,78,9.7,7.0,52.5,Medium
STU08381,7.7,5,8.4,74,1.8,2.5,26.5,Low
STU08382,8.6,2,3.2,85,5.5,4.2,25.0,Low
STU08383,5.7,4,10.2,69,4.4,0.7,33.3,Low
STU08384,4.0,13,2.5,57,5.2,3.5,53.6,Medium
STU08385,7.1,4,4.4,79,4.3,0.7,28.2,Low
STU08386,9.0,7,4.4,62,7.0,6.5,39.7,Medium
STU08387,7.1,6,5.6,63,9.0,4.2,47.2,Medium
STU08388,6.1,14,7.7,41,2.6,6.7,55.5,Medium
STU08389,6.7,7,4.5,83,8.1,5.6,42.1,Medium
STU08390,4.2,3,10.1,53,4.8,6.9,47.7,Medium
STU08391,8.2,4,7.1,64,9.5,1.1,34.2,Low
STU08392,8.9,10,7.9,50,0.9,3.4,38.1,Medium
STU08393,8.2,6,3.9,68,8.3,1.7,29.6,Low
STU08394,8.0,0,2.6,49,1.8,7.9,28.0,Low
STU08395,9.2,4,11.1,53,4.7,2.5,37.6,Medium
STU08396,7.2,1,2.3,97,8.9,0.7,24.8,Low
STU08397,8.0,0,9.0,70,9.7,7.3,42.7,Medium
STU08398,8.2,8,4.8,70,6.8,1.6,31.9,Low
STU08399,7.6,11,11.1,57,7.3,7.0,54.1,Medium
STU08400,6.0,5,10.4,45,8.6,1.8,49.1,Medium
STU08401,7.1,8,3.1,86,3.3,6.4,34.6,Low
STU08402,6.4,0,5.7,44,6.1,2.8,36.0,Medium
STU08403,8.2,10,8.6,60,9.9,2.9,46.6,Medium
STU08404,8.6,10,5.0,63,9.0,1.3,46.9,Medium
STU08405,6.2,10,10.5,40,5.9,3.0,54.7,Medium
STU08406,6.9,2,1.4,41,9.7,7.7,40.0,Medium
STU08407,5.4,1,9.0,64,8.5,7.4,48.5,Medium
STU08408,7.4,15,5.3,88,9.6,7.0,59.3,Medium
STU08409,7.8,13,5.8,71,1.3,2.3,43.5,Medium
STU08410,7.3,0,10.7,70,5.8,2.5,29.7,Low
STU08411,8.1,4,10.1,100,0.9,0.6,23.2,Low
STU08412,4.9,3,1.9,60,5.8,6.5,42.2,Medium
STU08413,7.7,4,7.6,68,8.7,7.1,48.3,Medium
STU08414,5.2,0,7.6,54,7.8,7.7,49.2,Medium
STU08415,3.5,8,9.8,62,6.0,1.8,51.4,Medium
STU08416,8.7,11,8.2,46,5.1,0.6,43.2,Medium
STU08417,6.6,9,10.4,45,3.6,7.2,48.2,Medium
STU08418,8.4,4,4.1,68,3.0,1.0,26.8,Low
STU08419,7.3,0,7.8,71,5.3,4.0,28.2,Low
STU08420,7.5,13,2.4,70,6.9,6.0,46.4,Medium
STU08421,4.9,8,5.2,40,4.6,6.7,51.3,Medium
STU08422,4.5,3,4.1,73,7.1,7.0,44.4,Medium
STU08423,4.0,8,6.2,94,6.8,2.4,47.6,Medium
STU08424,4.6,12,9.3,61,5.7,3.6,53.9,Medium
STU08425,4.8,10,10.1,81,5.6,0.7,45.5,Medium
STU08426,8.6,5,10.8,79,6.4,6.2,45.1,Medium
STU08427,5.1,7,11.9,87,7.2,1.5,42.9,Medium
STU08428,7.6,15,5.7,41,1.6,2.9,49.8,Medium
STU08429,6.1,7,7.7,96,1.2,6.6,35.7,Medium
STU08430,9.3,12,8.1,50,2.8,3.1,38.9,Medium
STU08431,8.1,10,10.7,60,4.5,3.9,46.3,Medium
STU08432,4.2,10,1.2,91,4.0,0.7,30.5,Low
STU08433,4.2,3,11.4,42,3.6,7.4,49.7,Medium
STU08434,5.0,4,11.9,57,4.3,5.2,45.9,Medium
STU08435,9.1,12,11.7,57,7.9,7.7,59.4,Medium
STU08436,5.2,12,10.7,92,6.2,1.3,51.8,Medium
STU08437,9.3,11,11.1,60,9.4,3.0,52.6,Medium
STU08438,8.6,7,10.5,91,1.2,4.4,31.0,Low
STU08439,8.8,9,4.4,88,3.3,4.3,36.3,Medium
STU08440,5.7,8,5.9,89,5.7,6.0,44.7,Medium
STU08441,6.2,9,5.0,43,8.3,5.7,47.7,Medium
STU08442,8.4,2,5.0,85,0.8,1.9,13.9,Low
STU08443,9.5,8,1.1,83,9.7,5.4,34.7,Low
STU08444,5.9,7,1.7,67,9.0,5.5,44.5,Medium
STU08445,4.4,3,4.2,78,1.5,5.6,29.6,Low
STU08446,5.2,11,4.4,96,6.6,5.1,42.6,Medium
STU08447,6.1,7,9.5,54,2.5,0.6,33.9,Low
STU08448,7.8,3,6.9,53,1.9,4.6,33.7,Low
STU08449,8.9,2,6.7,97,6.0,7.4,33.1,Low
STU08450,4.6,12,4.4,89,7.1,4.8,50.0,Medium
STU08451,8.0,11,2.8,48,3.7,1.2,38.4,Medium
STU08452,7.8,6,6.6,94,1.8,5.6,29.4,Low
STU08453,5.5,10,3.6,75,1.8,5.2,41.3,Medium
STU08454,9.4,14,3.5,73,4.5,2.9,44.1,Medium
STU08455,5.7,1,2.9,69,7.7,4.8,31.6,Low
STU08456,9.2,13,4.7,43,3.7,1.4,40.8,Medium
STU08457,9.2,10,10.3,90,2.3,6.4,42.3,Medium
